region,city,subdistrict,postcode
Bohol,Inabanga,Lomboy,6332
Bohol,Inabanga,Lonoy Cainsican,6332
Bohol,Inabanga,Lonoy Roma,6332
Bohol,Inabanga,Lutao,6332
Bohol,Inabanga,Luyo,6332
Bohol,Inabanga,Mabuhay,6332
Bohol,Inabanga,Maria Rosario,6332
Bohol,Inabanga,Nabuad,6332
Bohol,Inabanga,Napo,6332
Bohol,Inabanga,Ondol,6332
Bohol,Inabanga,Poblacion,6332
Bohol,Inabanga,Riverside,6332
Bohol,Inabanga,Saa,6332
Bohol,Inabanga,San Isidro,6332
Bohol,Inabanga,San Jose,6332
Bohol,Inabanga,Santo Nino,6332
Bohol,Inabanga,Santo Rosario,6332
Bohol,Inabanga,Sua,6332
Bohol,Inabanga,Tambook,6332
Bohol,Inabanga,Tungod,6332
Bohol,Inabanga,U-Og,6332
Bohol,Inabanga,Ubujan,6332
Bohol,Jagna,Alejawan,6308
Bohol,Jagna,Balili,6308
Bohol,Jagna,Boctol,6308
Bohol,Jagna,Buyog,6308
Bohol,Jagna,Bunga Ilaya,6308
Bohol,Jagna,Bunga Mar,6308
Bohol,Jagna,Cabunga-An,6308
Bohol,Jagna,Calabacita,6308
Bohol,Jagna,Cambugason,6308
Bohol,Jagna,Can-Ipol,6308
Bohol,Jagna,Canjulao,6308
Bohol,Jagna,Cantagay,6308
Bohol,Jagna,Cantuyoc,6308
Bohol,Jagna,Can-Uba,6308
Bohol,Jagna,Can-Upao,6308
Bohol,Jagna,Faraon,6308
Bohol,Jagna,Ipil,6308
Bohol,Jagna,Kinagbaan,6308
Bohol,Jagna,Laca,6308
Bohol,Jagna,Larapan,6308
Bohol,Jagna,Lonoy,6308
Bohol,Jagna,Looc,6308
Bohol,Jagna,Malbog,6308
Bohol,Jagna,Mayana,6308
Bohol,Jagna,Naatang,6308
Bohol,Jagna,Nausok,6308
Bohol,Jagna,Odiong,6308
Bohol,Jagna,Pagina,6308
Bohol,Jagna,Pangdan,6308
Bohol,Jagna,Poblacion (Pondol),6308
Bohol,Jagna,Tejero,6308
Bohol,Jagna,Tubod Mar,6308
Bohol,Jagna,Tubod Monte,6308
Bohol,Getafe,Alumar,6334
Bohol,Getafe,Banacon,6334
Bohol,Getafe,Buyog,6334
Bohol,Getafe,Cabasakan,6334
Bohol,Getafe,Campao Occidental,6334
Bohol,Getafe,Campao Oriental,6334
Bohol,Getafe,Cangmundo,6334
Bohol,Getafe,Carlos P. Garcia,6334
Bohol,Getafe,Corte Baud,6334
Bohol,Getafe,Handumon,6334
Bohol,Getafe,Jagoliao,6334
Bohol,Getafe,Jandayan Norte,6334
Bohol,Getafe,Jandayan Sur,6334
Bohol,Getafe,Mahanay (Mahanay Island),6334
Bohol,Getafe,Nasingin,6334
Bohol,Getafe,Pandanon,6334
Bohol,Getafe,Poblacion,6334
Bohol,Getafe,Saguise,6334
Bohol,Getafe,Salog,6334
Bohol,Getafe,San Jose,6334
Bohol,Getafe,Santo Nino,6334
Bohol,Getafe,Taytay,6334
Bohol,Getafe,Tugas,6334
Bohol,Getafe,Tulang,6334
Bohol,Lila,Banban,6304
Bohol,Lila,Bonkokan Ilaya,6304
Bohol,Lila,Bonkokan Ubos,6304
Bohol,Lila,Calvario,6304
Bohol,Lila,Candulang,6304
Bohol,Lila,Catugasan,6304
Bohol,Lila,Cayupo,6304
Bohol,Lila,Cogon,6304
Bohol,Lila,Jambawan,6304
Bohol,Lila,La Fortuna,6304
Bohol,Lila,Lomanoy,6304
Bohol,Lila,Macalingan,6304
Bohol,Lila,Malinao East,6304
Bohol,Lila,Malinao West,6304
Bohol,Lila,Nagsulay,6304
Bohol,Lila,Poblacion,6304
Bohol,Lila,Taug,6304
Bohol,Lila,Tiguis,6304
Bohol,Loay,Agape,6202
Bohol,Loay,Alegria Norte,6202
Bohol,Loay,Alegria Sur,6202
Bohol,Loay,Bonbon,6202
Bohol,Loay,Botoc Occidental,6202
Bohol,Loay,Botoc Oriental,6202
Bohol,Loay,Calvario,6202
Bohol,Loay,Concepcion,6202
Bohol,Loay,Hinawanan,6202
Bohol,Loay,Las Salinas Norte,6202
Bohol,Loay,Las Salinas Sur,6202
Bohol,Loay,Palo,6202
Bohol,Loay,Poblacion Ibabao,6202
Bohol,Loay,Poblacion Ubos,6202
Bohol,Loay,Sagnap,6202
Bohol,Loay,Tambangan,6202
Bohol,Loay,Tangcasan Norte,6202
Bohol,Loay,Tangcasan Sur,6202
Bohol,Loay,Tayong Occidental,6202
Bohol,Loay,Tayong Oriental,6202
Bohol,Loay,Tocdog Dacu,6202
Bohol,Loay,Tocdog Ilaya,6202
Bohol,Loay,Villalimpia,6202
Bohol,Loay,Yanangan,6202
Bohol,Loboc,Agape,6316
Bohol,Loboc,Alegria,6316
Bohol,Loboc,Bagumbayan,6316
Bohol,Loboc,Bahian,6316
Bohol,Loboc,Bonbon Lower,6316
Bohol,Loboc,Bonbon Upper,6316
Bohol,Loboc,Buenavista,6316
Bohol,Loboc,Bugho,6316
Bohol,Loboc,Cabadiangan,6316
Bohol,Loboc,Calunasan Norte,6316
Bohol,Loboc,Calunasan Sur,6316
Bohol,Loboc,Camayaan,6316
Bohol,Loboc,Cambance,6316
Bohol,Loboc,Candabong,6316
Bohol,Loboc,Candasag,6316
Bohol,Loboc,Canlasid,6316
Bohol,Loboc,Gon-Ob,6316
Bohol,Loboc,Gotozon,6316
Bohol,Loboc,Jimilian,6316
Bohol,Loboc,Oy,6316
Bohol,Loboc,Poblacion Sawang,6316
Bohol,Loboc,Poblacion Ondol,6316
Bohol,Loboc,Quinoguitan,6316
Bohol,Loboc,Taytay,6316
Bohol,Loboc,Tigbao,6316
Bohol,Loboc,Ugpong,6316
Bohol,Loboc,Valladolid,6316
Bohol,Loboc,Villaflor,6316
Bohol,Loon,Agsoso,6327
Bohol,Loon,Badbad Occidental,6327
Bohol,Loon,Badbad Oriental,6327
Bohol,Loon,Bagacay Katipunan,6327
Bohol,Loon,Bagacay Kawayan,6327
Bohol,Loon,Bagacay Saong,6327
Bohol,Loon,Bahi,6327
Bohol,Loon,Basac,6327
Bohol,Loon,Basdacu,6327
Bohol,Loon,Basdio,6327
Bohol,Loon,Biasong,6327
Bohol,Loon,Bongco,6327
Bohol,Loon,Bugho,6327
Bohol,Loon,Cabacongan,6327
Bohol,Loon,Cabadug,6327
Bohol,Loon,Cabug,6327
Bohol,Loon,Calayugan Norte,6327
Bohol,Loon,Calayugan Sur,6327
Bohol,Loon,Canmaag,6327
Bohol,Loon,Cambaquiz,6327
Bohol,Loon,Campatud,6327
Bohol,Loon,Candaigan,6327
Bohol,Loon,Canhangdon Occidental,6327
Bohol,Loon,Canhangdon Oriental,6327
Bohol,Loon,Canigaan,6327
Bohol,Loon,Canmanoc,6327
Bohol,Loon,Cansuagwit,6327
Bohol,Loon,Cansubayon,6327
Bohol,Loon,Catagbacan Handig,6327
Bohol,Loon,Catagbacan Norte,6327
Bohol,Loon,Catagbacan Sur,6327
Bohol,Loon,Cantam-Is Bago,6327
Bohol,Loon,Cantaongon,6327
Bohol,Loon,Cantumocad,6327
Bohol,Loon,Cantam-Is Baslay,6327
Bohol,Loon,Cogon Norte,6327
Bohol,Loon,Cogon Sur,6327
Bohol,Loon,Cuasi,6327
Bohol,Loon,Genomoan,6327
Bohol,Loon,Lintuan,6327
Bohol,Loon,Looc,6327
Bohol,Loon,Mocpoc Norte,6327
Bohol,Loon,Mocpoc Sur,6327
Bohol,Loon,Nagtuang,6327
Bohol,Loon,Napo,6327
Bohol,Loon,Nueva Vida,6327
Bohol,Loon,Panangquilon,6327
Bohol,Loon,Pantudlan,6327
Bohol,Loon,Pig-Ot,6327
Bohol,Loon,Moto Norte,6327
Bohol,Loon,Moto Sur,6327
Bohol,Loon,Pondol,6327
Bohol,Loon,Quinobcoban,6327
Bohol,Loon,Sondol,6327
Bohol,Loon,Song-On,6327
Bohol,Loon,Talisay,6327
Bohol,Loon,Tan-Awan,6327
Bohol,Loon,Tangnan,6327
Bohol,Loon,Taytay,6327
Bohol,Loon,Ticugan,6327
Bohol,Loon,Tiwi,6327
Bohol,Loon,Tontonan,6327
Bohol,Loon,Tubodacu,6327
Bohol,Loon,Tubodio,6327
Bohol,Loon,Tubuan,6327
Bohol,Loon,Ubayon,6327
Bohol,Loon,Ubojan,6327
Bohol,Mabini,Abaca,6313
Bohol,Mabini,Abad Santos,6313
Bohol,Mabini,Aguipo,6313
Bohol,Mabini,Concepcion (Banlas),6313
Bohol,Mabini,Baybayon,6313
Bohol,Mabini,Bulawan,6313
Bohol,Mabini,Cabidian,6313
Bohol,Mabini,Cawayanan,6313
Bohol,Mabini,Del Mar,6313
Bohol,Mabini,Lungsoda-An,6313
Bohol,Mabini,Marcelo,6313
Bohol,Mabini,Minol,6313
Bohol,Mabini,Paraiso,6313
Bohol,Mabini,Poblacion I,6313
Bohol,Mabini,Poblacion Ii,6313
Bohol,Mabini,San Isidro,6313
Bohol,Mabini,San Jose,6313
Bohol,Mabini,San Rafael,6313
Bohol,Mabini,San Roque (Cabulao),6313
Bohol,Mabini,Tambo,6313
Bohol,Mabini,Tangkigan,6313
Bohol,Mabini,Valaga,6313
Bohol,Maribojoc,San Roque (Aghao),6336
Bohol,Maribojoc,Agahay,6336
Bohol,Maribojoc,Aliguay,6336
Bohol,Maribojoc,Anislag,6336
Bohol,Maribojoc,Bayacabac,6336
Bohol,Maribojoc,Bood,6336
Bohol,Maribojoc,Busao,6336
Bohol,Maribojoc,Cabawan,6336
Bohol,Maribojoc,Candavid,6336
Bohol,Maribojoc,Dipatlong,6336
Bohol,Maribojoc,Guiwanon,6336
Bohol,Maribojoc,Jandig,6336
Bohol,Maribojoc,Lagtangon,6336
Bohol,Maribojoc,Lincod,6336
Bohol,Maribojoc,Pagnitoan,6336
Bohol,Maribojoc,Poblacion,6336
Bohol,Maribojoc,Punsod,6336
Bohol,Maribojoc,Punta Cruz,6336
Bohol,Maribojoc,San Isidro,6336
Bohol,Maribojoc,San Vicente,6336
Bohol,Maribojoc,Tinibgan,6336
Bohol,Maribojoc,Toril,6336
Bohol,Panglao,Bil-Isan,6340
Bohol,Panglao,Bolod,6340
Bohol,Panglao,Danao,6340
Bohol,Panglao,Doljo,6340
Bohol,Panglao,Libaong,6340
Bohol,Panglao,Looc,6340
Bohol,Panglao,Lourdes,6340
Bohol,Panglao,Poblacion,6340
Bohol,Panglao,Tangnan,6340
Bohol,Panglao,Tawala,6340
Bohol,Pilar,Aurora,6321
Bohol,Pilar,Bagacay,6321
Bohol,Pilar,Bagumbayan,6321
Bohol,Pilar,Bayong,6321
Bohol,Pilar,Buenasuerte,6321
Bohol,Pilar,Cagawasan,6321
Bohol,Pilar,Cansungay,6321
Bohol,Pilar,Catagda-An,6321
Bohol,Pilar,Del Pilar,6321
Bohol,Pilar,Estaca,6321
Bohol,Pilar,Ilaud,6321
Bohol,Pilar,Inaghuban,6321
Bohol,Pilar,La Suerte,6321
Bohol,Pilar,Lumbay,6321
Bohol,Pilar,Lundag,6321
Bohol,Pilar,Pamacsalan,6321
Bohol,Pilar,Poblacion,6321
Bohol,Pilar,Rizal,6321
Bohol,Pilar,San Carlos,6321
Bohol,Pilar,San Isidro,6321
Bohol,Pilar,San Vicente,6321
Bohol,Pres. Carlos P. Garcia (Pitogo),Aguining,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Basiao,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Baud,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Bayog,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Bogo,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Bonbonon,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Canmangao,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Campamanog,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Gaus,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Kabangkalan,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Lapinig,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Lipata,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Poblacion,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Popoo,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Saguise,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),San Jose (Tawid),6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Santo Rosario,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Tilmobo,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Tugas,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Tugnao,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Villa Milagrosa,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),Butan,6346
Bohol,Pres. Carlos P. Garcia (Pitogo),San Vicente,6346
Bohol,Sagbayan (Borja),Calangahan,6331
Bohol,Sagbayan (Borja),Canmano,6331
Bohol,Sagbayan (Borja),Canmaya Centro,6331
Bohol,Sagbayan (Borja),Canmaya Diot,6331
Bohol,Sagbayan (Borja),Dagnawan,6331
Bohol,Sagbayan (Borja),Kabasacan,6331
Bohol,Sagbayan (Borja),Kagawasan,6331
Bohol,Sagbayan (Borja),Katipunan,6331
Bohol,Sagbayan (Borja),Langtad,6331
Bohol,Sagbayan (Borja),Libertad Norte,6331
Bohol,Sagbayan (Borja),Libertad Sur,6331
Bohol,Sagbayan (Borja),Mantalongon,6331
Bohol,Sagbayan (Borja),Poblacion,6331
Bohol,Sagbayan (Borja),Sagbayan Sur,6331
Bohol,Sagbayan (Borja),San Agustin,6331
Bohol,Sagbayan (Borja),San Antonio,6331
Bohol,Sagbayan (Borja),San Isidro,6331
Bohol,Sagbayan (Borja),San Ramon,6331
Bohol,Sagbayan (Borja),San Roque,6331
Bohol,Sagbayan (Borja),San Vicente Norte,6331
Bohol,Sagbayan (Borja),San Vicente Sur,6331
Bohol,Sagbayan (Borja),Santa Catalina,6331
Bohol,Sagbayan (Borja),Santa Cruz,6331
Bohol,Sagbayan (Borja),Ubojan,6331
Bohol,San Isidro,Abehilan,6345
Bohol,San Isidro,Baunos,6345
Bohol,San Isidro,Cabanugan,6345
Bohol,San Isidro,Caimbang,6345
Bohol,San Isidro,Cambansag,6345
Bohol,San Isidro,Candungao,6345
Bohol,San Isidro,Cansague Norte,6345
Bohol,San Isidro,Cansague Sur,6345
Bohol,San Isidro,Causwagan Sur,6345
Bohol,San Isidro,Masonoy,6345
Bohol,San Isidro,Poblacion,6345
Bohol,San Isidro,Baryong Daan,6345
Bohol,San Miguel,Bayongan,6323
Bohol,San Miguel,Bugang,6323
Bohol,San Miguel,Cabangahan,6323
Bohol,San Miguel,Kagawasan,6323
Bohol,San Miguel,Camanaga,6323
Bohol,San Miguel,Cambangay Norte,6323
Bohol,San Miguel,Capayas,6323
Bohol,San Miguel,Corazon,6323
Bohol,San Miguel,Garcia,6323
Bohol,San Miguel,Hagbuyo,6323
Bohol,San Miguel,Caluasan,6323
Bohol,San Miguel,Mahayag,6323
Bohol,San Miguel,Poblacion,6323
Bohol,San Miguel,San Isidro,6323
Bohol,San Miguel,San Jose,6323
Bohol,San Miguel,San Vicente,6323
Bohol,San Miguel,Santo Nino,6323
Bohol,San Miguel,Tomoc,6323
Bohol,Sevilla,Bayawahan,6347
Bohol,Sevilla,Cabancalan,6347
Bohol,Sevilla,Calinga-An,6347
Bohol,Sevilla,Calinginan Norte,6347
Bohol,Sevilla,Calinginan Sur,6347
Bohol,Sevilla,Cambagui,6347
Bohol,Sevilla,Ewon,6347
Bohol,Sevilla,Guinob-An,6347
Bohol,Sevilla,Lagtangan,6347
Bohol,Sevilla,Licolico,6347
Bohol,Sevilla,Lobgob,6347
Bohol,Sevilla,Magsaysay,6347
Bohol,Sevilla,Poblacion,6347
Bohol,Sierra Bullones,Abachanan,6320
Bohol,Sierra Bullones,Anibongan,6320
Bohol,Sierra Bullones,Bugsoc,6320
Bohol,Sierra Bullones,Canlangit,6320
Bohol,Sierra Bullones,Canta-Ub,6320
Bohol,Sierra Bullones,Casilay,6320
Bohol,Sierra Bullones,Danicop,6320
Bohol,Sierra Bullones,Dusita,6320
Bohol,Sierra Bullones,Cahayag,6320
Bohol,Sierra Bullones,La Union,6320
Bohol,Sierra Bullones,Lataban,6320
Bohol,Sierra Bullones,Magsaysay,6320
Bohol,Sierra Bullones,Matin-Ao,6320
Bohol,Sierra Bullones,Man-Od,6320
Bohol,Sierra Bullones,Poblacion,6320
Bohol,Sierra Bullones,Salvador,6320
Bohol,Sierra Bullones,San Agustin,6320
Bohol,Sierra Bullones,San Isidro,6320
Bohol,Sierra Bullones,San Jose,6320
Bohol,Sierra Bullones,San Juan,6320
Bohol,Sierra Bullones,Santa Cruz,6320
Bohol,Sierra Bullones,Villa Garcia,6320
Bohol,Sikatuna,Abucay Norte,6338
Bohol,Sikatuna,Abucay Sur,6338
Bohol,Sikatuna,Badiang,6338
Bohol,Sikatuna,Bahaybahay,6338
Bohol,Sikatuna,Cambuac Norte,6338
Bohol,Sikatuna,Cambuac Sur,6338
Bohol,Sikatuna,Canagong,6338
Bohol,Sikatuna,Libjo,6338
Bohol,Sikatuna,Poblacion I,6338
Bohol,Sikatuna,Poblacion Ii,6338
Bohol,Tagbilaran,Bool,6300
Bohol,Tagbilaran,Booy,6300
Bohol,Tagbilaran,Cabawan,6300
Bohol,Tagbilaran,Cogon,6300
Bohol,Tagbilaran,Dao,6300
Bohol,Tagbilaran,Dampas,6300
Bohol,Tagbilaran,Manga,6300
Bohol,Tagbilaran,Mansasa,6300
Bohol,Tagbilaran,Poblacion I,6300
Bohol,Tagbilaran,Poblacion Ii,6300
Bohol,Tagbilaran,Poblacion Iii,6300
Bohol,Tagbilaran,San Isidro,6300
Bohol,Tagbilaran,Taloto,6300
Bohol,Tagbilaran,Tiptip,6300
Bohol,Tagbilaran,Ubujan,6300
Bohol,Talibon,Bagacay,6325
Bohol,Talibon,Balintawak,6325
Bohol,Talibon,Burgos,6325
Bohol,Talibon,Busalian,6325
Bohol,Talibon,Calituban,6325
Bohol,Talibon,Cataban,6325
Bohol,Talibon,Guindacpan,6325
Bohol,Talibon,Magsaysay,6325
Bohol,Talibon,Mahanay,6325
Bohol,Talibon,Nocnocan,6325
Bohol,Talibon,Poblacion,6325
Bohol,Talibon,Rizal,6325
Bohol,Talibon,Sag,6325
Bohol,Talibon,San Agustin,6325
Bohol,Talibon,San Carlos,6325
Bohol,Talibon,San Francisco,6325
Bohol,Talibon,San Isidro,6325
Bohol,Talibon,San Jose,6325
Bohol,Talibon,San Pedro,6325
Bohol,Talibon,San Roque,6325
Bohol,Talibon,Santo Nino,6325
Bohol,Talibon,Sikatuna,6325
Bohol,Talibon,Suba,6325
Bohol,Talibon,Tanghaligue,6325
Bohol,Talibon,Zamora,6325
Bohol,Trinidad,Banlasan,6324
Bohol,Trinidad,Bongbong,6324
Bohol,Trinidad,Catoogan,6324
Bohol,Trinidad,Guinobatan,6324
Bohol,Trinidad,Hinlayagan Ilaud,6324
Bohol,Trinidad,Hinlayagan Ilaya,6324
Bohol,Trinidad,Kauswagan,6324
Bohol,Trinidad,Kinan-Oan,6324
Bohol,Trinidad,La Union,6324
Bohol,Trinidad,La Victoria,6324
Bohol,Trinidad,Mabuhay Cabigohan,6324
Bohol,Trinidad,Mahagbu,6324
Bohol,Trinidad,Manuel M. Roxas,6324
Bohol,Trinidad,Poblacion,6324
Bohol,Trinidad,San Isidro,6324
Bohol,Trinidad,San Vicente,6324
Bohol,Trinidad,Santo Tomas,6324
Bohol,Trinidad,Soom,6324
Bohol,Trinidad,Tagum Norte,6324
Bohol,Trinidad,Tagum Sur,6324
Bohol,Tubigon,Bagongbanwa,6329
Bohol,Tubigon,Bunacan,6329
Bohol,Tubigon,Banlasan,6329
Bohol,Tubigon,Batasan (Batasan Island),6329
Bohol,Tubigon,Bilangbilangan (Bilangbilangan Island),6329
Bohol,Tubigon,Bosongon,6329
Bohol,Tubigon,Buenos Aires,6329
Bohol,Tubigon,Cabulihan,6329
Bohol,Tubigon,Cahayag,6329
Bohol,Tubigon,Cawayanan,6329
Bohol,Tubigon,Centro,6329
Bohol,Tubigon,Genonocan,6329
Bohol,Tubigon,Guiwanon,6329
Bohol,Tubigon,Ilihan Norte,6329
Bohol,Tubigon,Ilihan Sur,6329
Bohol,Tubigon,Libertad,6329
Bohol,Tubigon,Macaas,6329
Bohol,Tubigon,Mocaboc Island,6329
Bohol,Tubigon,Matabao,6329
Bohol,Tubigon,Panadtaran,6329
Bohol,Tubigon,Panaytayon,6329
Bohol,Tubigon,Pandan,6329
Bohol,Tubigon,Pangapasan (Pangapasan Island),6329
Bohol,Tubigon,Pinayagan Norte,6329
Bohol,Tubigon,Pinayagan Sur,6329
Bohol,Tubigon,Pooc Occidental,6329
Bohol,Tubigon,Pooc Oriental,6329
Bohol,Tubigon,Potohan,6329
Bohol,Tubigon,Talenceras,6329
Bohol,Tubigon,Tan-Awan,6329
Bohol,Tubigon,Tinangnan,6329
Bohol,Tubigon,Ubay Island,6329
Bohol,Tubigon,Ubojan,6329
Bohol,Tubigon,Villanueva,6329
Bohol,Ubay,Achila,6315
Bohol,Ubay,Bay-Ang,6315
Bohol,Ubay,Biabas,6315
Bohol,Ubay,Benliw,6315
Bohol,Ubay,Bongbong,6315
Bohol,Ubay,Bood,6315
Bohol,Ubay,Buenavista,6315
Bohol,Ubay,Cagting,6315
Bohol,Ubay,Camali-An,6315
Bohol,Ubay,Camambugan,6315
Bohol,Ubay,Casate,6315
Bohol,Ubay,Katarungan,6315
Bohol,Ubay,Cuya,6315
Bohol,Ubay,Fatima,6315
Bohol,Ubay,Gabi,6315
Bohol,Ubay,Governor Boyles,6315
Bohol,Ubay,Guintabo-An,6315
Bohol,Ubay,Hambabauran,6315
Bohol,Ubay,Humayhumay,6315
Bohol,Ubay,Ilihan,6315
Bohol,Ubay,Imelda,6315
Bohol,Ubay,Juagdan,6315
Bohol,Ubay,Calanggaman,6315
Bohol,Ubay,Los Angeles,6315
Bohol,Ubay,Lomangog,6315
Bohol,Ubay,Pag-Asa,6315
Bohol,Ubay,Pangpang,6315
Bohol,Ubay,Poblacion,6315
Bohol,Ubay,San Francisco,6315
Bohol,Ubay,San Isidro,6315
Bohol,Ubay,San Pascual,6315
Bohol,Ubay,San Vicente,6315
Bohol,Ubay,Sentinila,6315
Bohol,Ubay,Sinandigan,6315
Bohol,Ubay,Tapal,6315
Bohol,Ubay,Tapon,6315
Bohol,Ubay,Tintinan,6315
Bohol,Ubay,Tipolo,6315
Bohol,Ubay,Tubog,6315
Bohol,Ubay,Tuboran,6315
Bohol,Ubay,Union,6315
Bohol,Ubay,Villa Teresita,6315
Bohol,Ubay,Bulilis,6315
Bohol,Ubay,California,6315
Bohol,Valencia,Adlawan,6306
Bohol,Valencia,Anas,6306
Bohol,Valencia,Anonang,6306
Bohol,Valencia,Anoyon,6306
Bohol,Valencia,Balingasao,6306
Bohol,Valencia,Botong,6306
Bohol,Valencia,Buyog,6306
Bohol,Valencia,Canduao Occidental,6306
Bohol,Valencia,Canduao Oriental,6306
Bohol,Valencia,Canlusong,6306
Bohol,Valencia,Canmanico,6306
Bohol,Valencia,Cansibao,6306
Bohol,Valencia,Catug-A,6306
Bohol,Valencia,Cutcutan,6306
Bohol,Valencia,Danao,6306
Bohol,Valencia,Genoveva,6306
Bohol,Valencia,Ginopolan (Ginopolan Proper),6306
Bohol,Valencia,La Victoria,6306
Bohol,Valencia,Lantang,6306
Bohol,Valencia,Limocon,6306
Bohol,Valencia,Loctob,6306
Bohol,Valencia,Magsaysay,6306
Bohol,Valencia,Marawis,6306
Bohol,Valencia,Maubo,6306
Bohol,Valencia,Nailo,6306
Bohol,Valencia,Omjon,6306
Bohol,Valencia,Pangi-An,6306
Bohol,Valencia,Poblacion Occidental,6306
Bohol,Valencia,Poblacion Oriental,6306
Bohol,Valencia,Simang,6306
Bohol,Valencia,Taug,6306
Bohol,Valencia,Tausion,6306
Bohol,Valencia,Taytay,6306
Bohol,Valencia,Ticum,6306
Bohol,Valencia,Banderahan (Upper Ginopolan),6306
Bohol,Bien Unido,Bilangbilangan Dako,6326
Bohol,Bien Unido,Bilangbilangan Diot,6326
Bohol,Bien Unido,Hingotanan East,6326
Bohol,Bien Unido,Hingotanan West,6326
Bohol,Bien Unido,Liberty,6326
Bohol,Bien Unido,Malingin,6326
Bohol,Bien Unido,Mandawa,6326
Bohol,Bien Unido,Maomawan,6326
Bohol,Bien Unido,Nueva Esperanza,6326
Bohol,Bien Unido,Nueva Estrella,6326
Bohol,Bien Unido,Pinamgo,6326
Bohol,Bien Unido,Poblacion (Bien Unido),6326
Bohol,Bien Unido,Puerto San Pedro,6326
Bohol,Bien Unido,Sagasa,6326
Bohol,Bien Unido,Tuboran,6326
Cebu,Alcoy,Atabay,6066
Cebu,Alcoy,Daan-Lungsod,6066
Cebu,Alcoy,Guiwang,6066
Cebu,Alcoy,Nug-As,6066
Cebu,Alcoy,Pasol,6066
Cebu,Alcoy,Poblacion,6066
Cebu,Alcoy,Pugalo,6066
Cebu,Alcoy,San Agustin,6066
Cebu,Alegria,Compostela,6077
Cebu,Alegria,Guadalupe,6077
Cebu,Alegria,Legaspi,6077
Cebu,Alegria,Lepanto,6077
Cebu,Alegria,Madridejos,6077
Cebu,Alegria,Montpeller,6077
Cebu,Alegria,Poblacion,6077
Cebu,Alegria,Santa Filomena,6077
Cebu,Alegria,Valencia,6077
Cebu,Aloguinsan,Angilan,6088
Cebu,Aloguinsan,Bojo,6088
Cebu,Aloguinsan,Bonbon,6088
Cebu,Aloguinsan,Esperanza,6088
Cebu,Aloguinsan,Kandingan,6088
Cebu,Aloguinsan,Kantabogon,6088
Cebu,Aloguinsan,Kawasan,6088
Cebu,Aloguinsan,Olango,6088
Cebu,Aloguinsan,Poblacion,6088
Cebu,Aloguinsan,Punay,6088
Cebu,Aloguinsan,Rosario,6088
Cebu,Aloguinsan,Saksak,6088
Cebu,Aloguinsan,Tampa-An,6088
Cebu,Aloguinsan,Toyokon,6088
Cebu,Aloguinsan,Zaragosa,6088
Cebu,Argao,Alambijud,6099
Cebu,Argao,Anajao,6099
Cebu,Argao,Apo,6099
Cebu,Argao,Balaas,6099
Cebu,Argao,Balisong,6099
Cebu,Argao,Binlod,6099
Cebu,Argao,Bogo,6099
Cebu,Argao,Butong,6099
Cebu,Argao,Bug-Ot,6099
Cebu,Argao,Bulasa,6099
Cebu,Argao,Calagasan,6099
Cebu,Argao,Canbantug,6099
Cebu,Argao,Canbanua,6099
Cebu,Argao,Cansuje,6099
Cebu,Argao,Capio-An,6099
Cebu,Argao,Casay,6099
Cebu,Argao,Catang,6099
Cebu,Argao,Colawin,6099
Cebu,Argao,Conalum,6099
Cebu,Argao,Guiwanon,6099
Cebu,Argao,Gutlang,6099
Cebu,Argao,Jampang,6099
Cebu,Argao,Jomgao,6099
Cebu,Argao,Lamacan,6099
Cebu,Argao,Langtad,6099
Cebu,Argao,Langub,6099
Cebu,Argao,Lapay,6099
Cebu,Argao,Lengigon,6099
Cebu,Argao,Linut-Od,6099
Cebu,Argao,Mabasa,6099
Cebu,Argao,Mandilikit,6099
Cebu,Argao,Mompeller,6099
Cebu,Argao,Panadtaran,6099
Cebu,Argao,Poblacion,6099
Cebu,Argao,Sua,6099
Cebu,Argao,Sumaguan,6099
Cebu,Argao,Tabayag,6099
Cebu,Argao,Talaga,6099
Cebu,Argao,Talaytay,6099
Cebu,Argao,Talo-Ot,6099
Cebu,Argao,Tiguib,6099
Cebu,Argao,Tulang,6099
Cebu,Argao,Tulic,6099
Cebu,Argao,Ubaub,6099
